Vitamin,Protein,Fat,Callorie,Carbohydrate,Stength
-1.700900316,0.08194165711,0.1112346277,1219.512992,3.57352972,4
-2.014658451,0.09116748495,0.09729290754,1310.200529,2.861819744,4
-1.063541532,0.08410308558,0.1636646539,1255.927949,5.968515873,4
-1.481717825,0.07335503969,0.148356393,1126.655443,4.94131279,4
-1.794663668,0.1149230397,0.09146981686,1474.553148,2.337762833,4
-1.581984162,0.1103102206,0.09775984287,1460.635646,2.73750782,4
-1.25031209,0.1085776233,0.1061619371,1447.774976,3.0418818,4
-2.743175745,0.1179461796,0.06640746444,1548.284471,1.719832659,4
-1.506532192,0.07102252365,0.1464838535,1151.255019,4.893602371,4
-0.6147753596,0.1305297572,0.1200922132,1583.427367,2.668464661,2
-0.4988686442,0.1417803382,0.1170214862,1633.217683,2.45492053,2
-0.5456727743,0.134916813,0.11134433,1578.763806,2.277941227,2
-0.571896553,0.138647237,0.1175471842,1610.068878,2.496374369,2
